keyword,dict_type,category,subcategory,standard_sector,official_name,product_type,asset_class,market,country,currency,blue_chips,yahoo_ticker,market_bm,ind_bm,priority,note,updated_at
교육,1.한국테마,제조업,교육,제조업 / 교육,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (교육),2026-08-26T08:50:42.077439
구리,1.한국테마,제조업,구리,제조업 / 구리,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (구리),2026-08-26T08:50:42.077439
구충제,1.한국테마,제조업,구충제,제조업 / 구충제,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (구충제),2026-08-26T08:50:42.077439
국가재난,1.한국테마,제조업,국가재난,제조업 / 국가재난,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (국가재난),2026-08-26T08:50:42.077439
그래핀,1.한국테마,제조업,그래핀,제조업 / 그래핀,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (그래핀),2026-08-26T08:50:42.077439
그린홈,1.한국테마,제조업,그린홈,제조업 / 그린홈,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (그린홈),2026-08-26T08:50:42.077439
근거리통신망,1.한국테마,제조업,근거리통신망,제조업 / 근거리통신망,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,102960,30,한투 공식 테마 (근거리통신망),2026-08-26T08:50:42.077439
급속충전,1.한국테마,제조업,급속충전,제조업 / 급속충전,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (급속충전),2026-08-26T08:50:42.077439
기계,1.한국테마,산업재,기계,산업재 / 기계,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (기계),2026-08-26T08:50:42.077439
난방기,1.한국테마,제조업,난방기,제조업 / 난방기,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (난방기),2026-08-26T08:50:42.077439
남-북-러 가스관사업,1.한국테마,에너지인프라,남-북-러 가스관사업,에너지인프라 / 남-북-러 가스관사업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117460,30,한투 공식 테마 (남-북-러 가스관사업),2026-08-26T08:50:42.077439
남북경협,1.한국테마,제조업,남북경협,제조업 / 남북경협,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (남북경협),2026-08-26T08:50:42.077439
내비게이션,1.한국테마,제조업,내비게이션,제조업 / 내비게이션,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (내비게이션),2026-08-26T08:50:42.077439
냉방기,1.한국테마,제조업,냉방기,제조업 / 냉방기,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (냉방기),2026-08-26T08:50:42.077439
네트워크장비,1.한국테마,제조업,네트워크장비,제조업 / 네트워크장비,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (네트워크장비),2026-08-26T08:50:42.077439
농업,1.한국테마,제조업,농업,제조업 / 농업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (농업),2026-08-26T08:50:42.077439
뇌질환,1.한국테마,제조업,뇌질환,제조업 / 뇌질환,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (뇌질환),2026-08-26T08:50:42.077439
니켈,1.한국테마,제조업,니켈,제조업 / 니켈,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (니켈),2026-08-26T08:50:42.077439
닭고기,1.한국테마,제조업,닭고기,제조업 / 닭고기,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (닭고기),2026-08-26T08:50:42.077439
대체에너지,1.한국테마,제조업,대체에너지,제조업 / 대체에너지,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117460,30,한투 공식 테마 (대체에너지),2026-08-26T08:50:42.077439
대체육,1.한국테마,제조업,대체육,제조업 / 대체육,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (대체육),2026-08-26T08:50:42.077439
데크플레이트,1.한국테마,제조업,데크플레이트,제조업 / 데크플레이트,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (데크플레이트),2026-08-26T08:50:42.077439
도시가스,1.한국테마,에너지인프라,도시가스,에너지인프라 / 도시가스,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117460,30,한투 공식 테마 (도시가스),2026-08-26T08:50:42.077439
도시재생사업,1.한국테마,제조업,도시재생사업,제조업 / 도시재생사업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (도시재생사업),2026-08-26T08:50:42.077439
돼지고기,1.한국테마,제조업,돼지고기,제조업 / 돼지고기,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (돼지고기),2026-08-26T08:50:42.077439
드론,1.한국테마,제조업,드론,제조업 / 드론,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (드론),2026-08-26T08:50:42.077439
디지털방송,1.한국테마,제조업,디지털방송,제조업 / 디지털방송,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (디지털방송),2026-08-26T08:50:42.077439
디지털음원,1.한국테마,레저엔터,디지털음원,레저엔터 / 디지털음원,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,364970,30,한투 공식 테마 (디지털음원),2026-08-26T08:50:42.077439
라면,1.한국테마,제조업,라면,제조업 / 라면,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (라면),2026-08-26T08:50:42.077439
라이파이,1.한국테마,제조업,라이파이,제조업 / 라이파이,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (라이파이),2026-08-26T08:50:42.077439
로봇,1.한국테마,산업재,로봇,산업재 / 로봇,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,455850,30,한투 공식 테마 (로봇),2026-08-26T08:50:42.077439
리비안 관련주,1.한국테마,제조업,리비안 관련주,제조업 / 리비안 관련주,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (리비안 관련주),2026-08-26T08:50:42.077439
리츠,1.한국테마,제조업,리츠,제조업 / 리츠,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (리츠),2026-08-26T08:50:42.077439
마리화나(대마) 관련주,1.한국테마,제조업,마리화나(대마) 관련주,제조업 / 마리화나(대마) 관련주,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (마리화나(대마) 관련주),2026-08-26T08:50:42.077439
마스크/손세척,1.한국테마,제조업,마스크/손세척,제조업 / 마스크/손세척,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (마스크/손세척),2026-08-26T08:50:42.077439
마이크로LED,1.한국테마,제조업,마이크로LED,제조업 / 마이크로LED,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (마이크로LED),2026-08-26T08:50:42.077439
메르스바이러스,1.한국테마,제조업,메르스바이러스,제조업 / 메르스바이러스,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (메르스바이러스),2026-08-26T08:50:42.077439
메타버스,1.한국테마,IT서비스,메타버스,IT서비스 / 메타버스,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (메타버스),2026-08-26T08:50:42.077439
면세점 관련주,1.한국테마,제조업,면세점 관련주,제조업 / 면세점 관련주,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,228800,30,한투 공식 테마 (면세점 관련주),2026-08-26T08:50:42.077439
면역항암제,1.한국테마,제약바이오,면역항암제,제약바이오 / 면역항암제,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (면역항암제),2026-08-26T08:50:42.077439
모바일솔루션,1.한국테마,제조업,모바일솔루션,제조업 / 모바일솔루션,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,139260,30,한투 공식 테마 (모바일솔루션),2026-08-26T08:50:42.077439
모바일이코노미,1.한국테마,제조업,모바일이코노미,제조업 / 모바일이코노미,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (모바일이코노미),2026-08-26T08:50:42.077439
모빌리티/판매업체,1.한국테마,제조업,모빌리티/판매업체,제조업 / 모빌리티/판매업체,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091180,30,한투 공식 테마 (모빌리티/판매업체),2026-08-26T08:50:42.077439
목재,1.한국테마,제조업,목재,제조업 / 목재,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (목재),2026-08-26T08:50:42.077439
무선충전,1.한국테마,제조업,무선충전,제조업 / 무선충전,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (무선충전),2026-08-26T08:50:42.077439
미디어,1.한국테마,레저엔터,미디어,레저엔터 / 미디어,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,102960,30,한투 공식 테마 (미디어),2026-08-26T08:50:42.077439
미세먼지,1.한국테마,제조업,미세먼지,제조업 / 미세먼지,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (미세먼지),2026-08-26T08:50:42.077439
바이오,1.한국테마,제약바이오,바이오,제약바이오 / 바이오,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,244580,30,한투 공식 테마 (바이오),2026-08-26T08:50:42.077439
바이오가스플랜트,1.한국테마,제약바이오,바이오가스플랜트,제약바이오 / 바이오가스플랜트,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,244580,30,한투 공식 테마 (바이오가스플랜트),2026-08-26T08:50:42.077439
바이오소재,1.한국테마,제약바이오,바이오소재,제약바이오 / 바이오소재,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,244580,30,한투 공식 테마 (바이오소재),2026-08-26T08:50:42.077439
바이오시밀러,1.한국테마,제약바이오,바이오시밀러,제약바이오 / 바이오시밀러,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,244580,30,한투 공식 테마 (바이오시밀러),2026-08-26T08:50:42.077439
바이오에탄올,1.한국테마,제약바이오,바이오에탄올,제약바이오 / 바이오에탄올,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,244580,30,한투 공식 테마 (바이오에탄올),2026-08-26T08:50:42.077439
바이오인식(생체인식),1.한국테마,제약바이오,바이오인식(생체인식),제약바이오 / 바이오인식(생체인식),,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,244580,30,한투 공식 테마 (바이오인식(생체인식)),2026-08-26T08:50:42.077439
반도체/반도체장비,1.한국테마,전기전자,반도체/반도체장비,전기전자 / 반도체/반도체장비,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,396500,30,한투 공식 테마 (반도체/반도체장비),2026-08-26T08:50:42.077439
반도체재료,1.한국테마,전기전자,반도체재료,전기전자 / 반도체재료,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,396500,30,한투 공식 테마 (반도체재료),2026-08-26T08:50:42.077439
밥솥,1.한국테마,제조업,밥솥,제조업 / 밥솥,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (밥솥),2026-08-26T08:50:42.077439
방사능,1.한국테마,제조업,방사능,제조업 / 방사능,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (방사능),2026-08-26T08:50:42.077439
방위산업,1.한국테마,제조업,방위산업,제조업 / 방위산업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,449450,30,한투 공식 테마 (방위산업),2026-08-26T08:50:42.077439
배터리,1.한국테마,2차전지,배터리,2차전지 / 배터리,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,305540,30,한투 공식 테마 (배터리),2026-08-26T08:50:42.077439
백신여권,1.한국테마,제조업,백신여권,제조업 / 백신여권,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (백신여권),2026-08-26T08:50:42.077439
백화점/홈쇼핑/편의점,1.한국테마,제조업,백화점/홈쇼핑/편의점,제조업 / 백화점/홈쇼핑/편의점,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (백화점/홈쇼핑/편의점),2026-08-26T08:50:42.077439
보안(물리),1.한국테마,IT서비스,보안(물리),IT서비스 / 보안(물리),,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (보안(물리)),2026-08-26T08:50:42.077439
보안(정보),1.한국테마,IT서비스,보안(정보),IT서비스 / 보안(정보),,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (보안(정보)),2026-08-26T08:50:42.077439
보톡스,1.한국테마,제조업,보톡스,제조업 / 보톡스,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (보톡스),2026-08-26T08:50:42.077439
보험,1.한국테마,금융,보험,금융 / 보험,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,140700,30,한투 공식 테마 (보험),2026-08-26T08:50:42.077439
복합화력발전,1.한국테마,제조업,복합화력발전,제조업 / 복합화력발전,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (복합화력발전),2026-08-26T08:50:42.077439
북한광물자원개발,1.한국테마,제조업,북한광물자원개발,제조업 / 북한광물자원개발,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,395160,30,한투 공식 테마 (북한광물자원개발),2026-08-26T08:50:42.077439
북한전력설비,1.한국테마,전기전자,북한전력설비,전기전자 / 북한전력설비,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,487240,30,한투 공식 테마 (북한전력설비),2026-08-26T08:50:42.077439
블록체인,1.한국테마,제조업,블록체인,제조업 / 블록체인,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (블록체인),2026-08-26T08:50:42.077439
비료,1.한국테마,제조업,비료,제조업 / 비료,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (비료),2026-08-26T08:50:42.077439
비만치료제,1.한국테마,제조업,비만치료제,제조업 / 비만치료제,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (비만치료제),2026-08-26T08:50:42.077439
비철금속,1.한국테마,철강금속,비철금속,철강금속 / 비철금속,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,139240,30,한투 공식 테마 (비철금속),2026-08-26T08:50:42.077439
빅데이터,1.한국테마,제조업,빅데이터,제조업 / 빅데이터,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (빅데이터),2026-08-26T08:50:42.077439
사료,1.한국테마,제조업,사료,제조업 / 사료,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (사료),2026-08-26T08:50:42.077439
사물인터넷,1.한국테마,IT서비스,사물인터넷,IT서비스 / 사물인터넷,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,139260,30,한투 공식 테마 (사물인터넷),2026-08-26T08:50:42.077439
삼성페이,1.한국테마,제조업,삼성페이,제조업 / 삼성페이,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (삼성페이),2026-08-26T08:50:42.077439
상사,1.한국테마,제조업,상사,제조업 / 상사,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,395160,30,한투 공식 테마 (상사),2026-08-26T08:50:42.077439
석유화학,1.한국테마,화학소재,석유화학,화학소재 / 석유화학,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117460,30,한투 공식 테마 (석유화학),2026-08-26T08:50:42.077439
선크림,1.한국테마,제조업,선크림,제조업 / 선크림,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (선크림),2026-08-26T08:50:42.077439
섬유/의류,1.한국테마,제조업,섬유/의류,제조업 / 섬유/의류,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (섬유/의류),2026-08-26T08:50:42.077439
셋톱박스,1.한국테마,제조업,셋톱박스,제조업 / 셋톱박스,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (셋톱박스),2026-08-26T08:50:42.077439
셰일가스,1.한국테마,에너지인프라,셰일가스,에너지인프라 / 셰일가스,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117460,30,한투 공식 테마 (셰일가스),2026-08-26T08:50:42.077439
소방기기,1.한국테마,제조업,소방기기,제조업 / 소방기기,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (소방기기),2026-08-26T08:50:42.077439
송유관,1.한국테마,제조업,송유관,제조업 / 송유관,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (송유관),2026-08-26T08:50:42.077439
수산,1.한국테마,제조업,수산,제조업 / 수산,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (수산),2026-08-26T08:50:42.077439
수소에너지,1.한국테마,제조업,수소에너지,제조업 / 수소에너지,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,117460,30,한투 공식 테마 (수소에너지),2026-08-26T08:50:42.077439
수소차,1.한국테마,운수장비,수소차,운수장비 / 수소차,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (수소차),2026-08-26T08:50:42.077439
수자원,1.한국테마,제조업,수자원,제조업 / 수자원,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (수자원),2026-08-26T08:50:42.077439
슈퍼박테리아,1.한국테마,제조업,슈퍼박테리아,제조업 / 슈퍼박테리아,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (슈퍼박테리아),2026-08-26T08:50:42.077439
스마트공장,1.한국테마,제조업,스마트공장,제조업 / 스마트공장,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (스마트공장),2026-08-26T08:50:42.077439
스마트그리드,1.한국테마,제조업,스마트그리드,제조업 / 스마트그리드,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (스마트그리드),2026-08-26T08:50:42.077439
스마트카,1.한국테마,제조업,스마트카,제조업 / 스마트카,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (스마트카),2026-08-26T08:50:42.077439
스마트폰,1.한국테마,제조업,스마트폰,제조업 / 스마트폰,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (스마트폰),2026-08-26T08:50:42.077439
스포츠행사 수혜,1.한국테마,제조업,스포츠행사 수혜,제조업 / 스포츠행사 수혜,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (스포츠행사 수혜),2026-08-26T08:50:42.077439
시멘트,1.한국테마,제조업,시멘트,제조업 / 시멘트,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (시멘트),2026-08-26T08:50:42.077439
시스템반도체,1.한국테마,전기전자,시스템반도체,전기전자 / 시스템반도체,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,396500,30,한투 공식 테마 (시스템반도체),2026-08-26T08:50:42.077439
식자재/급식,1.한국테마,제조업,식자재/급식,제조업 / 식자재/급식,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (식자재/급식),2026-08-26T08:50:42.077439
신공항,1.한국테마,제조업,신공항,제조업 / 신공항,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (신공항),2026-08-26T08:50:42.077439
신약개발,1.한국테마,제약바이오,신약개발,제약바이오 / 신약개발,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,244580,30,한투 공식 테마 (신약개발),2026-08-26T08:50:42.077439
신용평가사,1.한국테마,제조업,신용평가사,제조업 / 신용평가사,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (신용평가사),2026-08-26T08:50:42.077439
아스콘,1.한국테마,제조업,아스콘,제조업 / 아스콘,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (아스콘),2026-08-26T08:50:42.077439
아이폰,1.한국테마,제조업,아이폰,제조업 / 아이폰,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (아이폰),2026-08-26T08:50:42.077439
아이핀,1.한국테마,제조업,아이핀,제조업 / 아이핀,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (아이핀),2026-08-26T08:50:42.077439
애플페이,1.한국테마,제조업,애플페이,제조업 / 애플페이,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (애플페이),2026-08-26T08:50:42.077439
에볼라바이러스,1.한국테마,제조업,에볼라바이러스,제조업 / 에볼라바이러스,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (에볼라바이러스),2026-08-26T08:50:42.077439
엔터테인먼트,1.한국테마,레저엔터,엔터테인먼트,레저엔터 / 엔터테인먼트,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,364970,30,한투 공식 테마 (엔터테인먼트),2026-08-26T08:50:42.077439
여름,1.한국테마,제조업,여름,제조업 / 여름,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (여름),2026-08-26T08:50:42.077439
여행,1.한국테마,제조업,여행,제조업 / 여행,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,228800,30,한투 공식 테마 (여행),2026-08-26T08:50:42.077439
영화/드라마제작,1.한국테마,레저엔터,영화/드라마제작,레저엔터 / 영화/드라마제작,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,364970,30,한투 공식 테마 (영화/드라마제작),2026-08-26T08:50:42.077439
온디바이스AI,1.한국테마,IT서비스,온디바이스AI,IT서비스 / 온디바이스AI,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (온디바이스AI),2026-08-26T08:50:42.077439
와이브로,1.한국테마,제조업,와이브로,제조업 / 와이브로,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (와이브로),2026-08-26T08:50:42.077439
완구/캐릭터,1.한국테마,제조업,완구/캐릭터,제조업 / 완구/캐릭터,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (완구/캐릭터),2026-08-26T08:50:42.077439
외국국적상장기업,1.한국테마,제조업,외국국적상장기업,제조업 / 외국국적상장기업,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (외국국적상장기업),2026-08-26T08:50:42.077439
요소수,1.한국테마,제조업,요소수,제조업 / 요소수,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (요소수),2026-08-26T08:50:42.077439
"우주(위성,발사체)",1.한국테마,운수장비,"우주(위성,발사체)","운수장비 / 우주(위성,발사체)",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,449450,30,"한투 공식 테마 (우주(위성,발사체))",2026-08-26T08:50:42.077439
원격검침,1.한국테마,제조업,원격검침,제조업 / 원격검침,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (원격검침),2026-08-26T08:50:42.077439
원격의료,1.한국테마,제조업,원격의료,제조업 / 원격의료,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (원격의료),2026-08-26T08:50:42.077439
원자력,1.한국테마,에너지인프라,원자력,에너지인프라 / 원자력,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,0091P0,30,한투 공식 테마 (원자력),2026-08-26T08:50:42.077439
원자력발전소 해체,1.한국테마,에너지인프라,원자력발전소 해체,에너지인프라 / 원자력발전소 해체,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,0091P0,30,한투 공식 테마 (원자력발전소 해체),2026-08-26T08:50:42.077439
웹툰,1.한국테마,레저엔터,웹툰,레저엔터 / 웹툰,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,364970,30,한투 공식 테마 (웹툰),2026-08-26T08:50:42.077439
"위탁생산(CMO, CDMO)",1.한국테마,제조업,"위탁생산(CMO, CDMO)","제조업 / 위탁생산(CMO, CDMO)",,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,"한투 공식 테마 (위탁생산(CMO, CDMO))",2026-08-26T08:50:42.077439
유리기판,1.한국테마,제조업,유리기판,제조업 / 유리기판,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (유리기판),2026-08-26T08:50:42.077439
유전자치료제,1.한국테마,전기전자,유전자치료제,전기전자 / 유전자치료제,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (유전자치료제),2026-08-26T08:50:42.077439
은행,1.한국테마,금융,은행,금융 / 은행,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091170,30,한투 공식 테마 (은행),2026-08-26T08:50:42.077439
음성인식,1.한국테마,제조업,음성인식,제조업 / 음성인식,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (음성인식),2026-08-26T08:50:42.077439
음식료,1.한국테마,필수소비재,음식료,필수소비재 / 음식료,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,091160,30,한투 공식 테마 (음식료),2026-08-26T08:50:42.077439
의료기기,1.한국테마,제약바이오,의료기기,제약바이오 / 의료기기,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,244580,30,한투 공식 테마 (의료기기),2026-08-26T08:50:42.077439
이동통신재판매,1.한국테마,제조업,이동통신재판매,제조업 / 이동통신재판매,,개별기업주식,국내주식밸류,KOSPI,한국,KRW,[],,069500,102960,30,한투 공식 테마 (이동통신재판매),2026-08-26T08:50:42.077439
